ppo_model_250 vs ppo_model_200 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_250 vs ppo_model_150 | score=0.0 | exp=0.50 | 1501->1500 | 1500->1501
ppo_model_250 vs ppo_model_100 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_250 vs ppo_model_50 | score=1.0 | exp=0.50 | 1501->1502 | 1500->1499
ppo_model_250 vs ppo_model_300 | score=0.0 | exp=0.50 | 1502->1501 | 1500->1501
ppo_model_200 vs ppo_model_150 | score=1.0 | exp=0.50 | 1499->1500 | 1501->1500
ppo_model_200 vs ppo_model_100 | score=1.0 | exp=0.50 | 1500->1501 | 1499->1498
ppo_model_200 vs ppo_model_50 | score=1.0 | exp=0.50 | 1501->1502 | 1499->1498
ppo_model_200 vs ppo_model_300 | score=1.0 | exp=0.50 | 1502->1503 | 1501->1500
ppo_model_150 vs ppo_model_100 | score=1.0 | exp=0.50 | 1500->1501 | 1498->1497
ppo_model_150 vs ppo_model_50 | score=1.0 | exp=0.50 | 1501->1502 | 1498->1497
ppo_model_150 vs ppo_model_300 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_100 vs ppo_model_50 | score=1.0 | exp=0.50 | 1497->1498 | 1497->1496
ppo_model_100 vs ppo_model_300 | score=0.0 | exp=0.50 | 1498->1497 | 1499->1500
ppo_model_50 vs ppo_model_300 | score=0.0 | exp=0.49 | 1496->1495 | 1500->1501
ppo_model_250 vs ppo_model_200 | score=1.0 | exp=0.50 | 1501->1502 | 1503->1502
ppo_model_250 vs ppo_model_150 | score=1.0 | exp=0.50 | 1502->1503 | 1503->1502
ppo_model_250 vs ppo_model_100 | score=1.0 | exp=0.51 | 1503->1504 | 1497->1496
ppo_model_250 vs ppo_model_50 | score=1.0 | exp=0.51 | 1504->1505 | 1495->1494
ppo_model_250 vs ppo_model_300 | score=1.0 | exp=0.51 | 1505->1506 | 1501->1500
ppo_model_200 vs ppo_model_150 | score=1.0 | exp=0.50 | 1502->1503 | 1502->1501
ppo_model_200 vs ppo_model_100 | score=1.0 | exp=0.51 | 1503->1504 | 1496->1495
ppo_model_200 vs ppo_model_50 | score=1.0 | exp=0.51 | 1504->1505 | 1494->1493
ppo_model_200 vs ppo_model_300 | score=0.0 | exp=0.51 | 1505->1504 | 1500->1501
ppo_model_150 vs ppo_model_100 | score=1.0 | exp=0.51 | 1501->1502 | 1495->1494
ppo_model_150 vs ppo_model_50 | score=1.0 | exp=0.51 | 1502->1503 | 1493->1492
ppo_model_150 vs ppo_model_300 | score=0.0 | exp=0.50 | 1503->1502 | 1501->1502
ppo_model_100 vs ppo_model_50 | score=1.0 | exp=0.50 | 1494->1495 | 1492->1491
ppo_model_100 vs ppo_model_300 | score=0.0 | exp=0.49 | 1495->1494 | 1502->1503
ppo_model_50 vs ppo_model_300 | score=0.0 | exp=0.48 | 1491->1490 | 1503->1504
ppo_model_250 vs ppo_model_200 | score=1.0 | exp=0.50 | 1506->1507 | 1504->1503
ppo_model_250 vs ppo_model_150 | score=1.0 | exp=0.51 | 1507->1508 | 1502->1501
